iso_timestamp,unix_ts,yaw,steer,vel,accel_pedal
2017-04-15T00:25:31.801897Z,1492215931.8018975,0.0,-0.5,15.45,0.0
2017-04-15T00:25:31.811805Z,1492215931.811806,0.0,-0.5,15.37,0.0
2017-04-15T00:25:31.821887Z,1492215931.8218875,0.0,-0.5,15.32,0.0
2017-04-15T00:25:31.831806Z,1492215931.8318064,0.0,-0.5,15.26,0.0
2017-04-15T00:25:31.841886Z,1492215931.8418868,0.0,-0.5,15.17,0.0
2017-04-15T00:25:31.851818Z,1492215931.8518188,0.0,-0.5,15.14,0.0
2017-04-15T00:25:31.861910Z,1492215931.8619103,0.0,-0.5,15.12,0.0
2017-04-15T00:25:31.871798Z,1492215931.871798,0.0,-0.5,15.08,0.0
2017-04-15T00:25:31.881894Z,1492215931.881894,0.0,-0.5,15.04,0.0
2017-04-15T00:25:31.891873Z,1492215931.8918731,0.0,-0.5,15.0,0.0
2017-04-15T00:25:31.901824Z,1492215931.9018242,0.0,-0.5,14.94,0.0
2017-04-15T00:25:31.911862Z,1492215931.911862,0.0,-0.5,14.9,0.0
2017-04-15T00:25:31.921843Z,1492215931.9218433,0.0,-0.5,14.8,0.0
2017-04-15T00:25:31.931672Z,1492215931.931672,0.0,-0.5,14.77,0.0
2017-04-15T00:25:31.941932Z,1492215931.941933,0.0,-0.5,14.74,0.0
2017-04-15T00:25:31.951912Z,1492215931.951912,0.0,-0.5,14.71,0.0
2017-04-15T00:25:31.961618Z,1492215931.961619,0.0,-0.5,14.65,0.0
2017-04-15T00:25:31.971863Z,1492215931.971863,0.0,-0.5,14.6,0.0
2017-04-15T00:25:31.981914Z,1492215931.9819148,0.0,-0.5,14.56,0.0
2017-04-15T00:25:31.991909Z,1492215931.99191,0.0,-0.5,14.52,0.0
2017-04-15T00:25:32.001634Z,1492215932.001634,0.0,-0.5,14.45,0.0
2017-04-15T00:25:32.011820Z,1492215932.01182,-0.244141,-0.5,14.41,0.0
2017-04-15T00:25:32.021653Z,1492215932.0216534,-0.244141,-0.5,14.39,0.0
2017-04-15T00:25:32.031886Z,1492215932.031886,-0.244141,-0.5,14.38,0.0
2017-04-15T00:25:32.041608Z,1492215932.0416083,-0.244141,-0.5,14.36,0.0
2017-04-15T00:25:32.051884Z,1492215932.051884,-0.244141,-0.5,14.3,0.0
2017-04-15T00:25:32.062283Z,1492215932.0622835,-0.244141,-0.5,14.23,0.0
2017-04-15T00:25:32.071890Z,1492215932.0718904,0.0,-0.5,14.18,0.0
2017-04-15T00:25:32.081885Z,1492215932.0818858,0.0,-0.5,14.12,0.0
2017-04-15T00:25:32.091810Z,1492215932.0918102,0.0,-0.5,14.07,0.0
2017-04-15T00:25:32.101784Z,1492215932.1017845,0.0,-0.5,14.0,0.0
2017-04-15T00:25:32.111788Z,1492215932.1117887,0.0,-0.5,13.98,0.0
2017-04-15T00:25:32.121847Z,1492215932.1218479,0.0,-0.5,13.96,0.0
2017-04-15T00:25:32.131787Z,1492215932.1317873,0.0,-0.5,13.94,0.0
2017-04-15T00:25:32.141813Z,1492215932.141814,0.0,-0.5,13.9,0.0
2017-04-15T00:25:32.151850Z,1492215932.1518505,0.0,-0.5,13.8,0.0
2017-04-15T00:25:32.161883Z,1492215932.161883,0.0,-0.5,13.74,0.0
2017-04-15T00:25:32.171872Z,1492215932.1718724,0.0,-0.5,13.69,0.0
2017-04-15T00:25:32.181853Z,1492215932.1818535,0.0,-0.5,13.64,0.0
2017-04-15T00:25:32.191682Z,1492215932.1916823,-0.244141,-0.5,13.59,0.0
2017-04-15T00:25:32.201850Z,1492215932.2018504,-0.244141,-0.5,13.55,0.0
2017-04-15T00:25:32.211858Z,1492215932.2118587,-0.244141,-0.5,13.5,0.0
2017-04-15T00:25:32.221851Z,1492215932.2218518,-0.244141,-0.5,13.43,0.0
2017-04-15T00:25:32.231872Z,1492215932.2318723,-0.244141,-0.5,13.39,0.0
2017-04-15T00:25:32.241860Z,1492215932.2418604,-0.244141,-0.5,13.34,0.0
2017-04-15T00:25:32.251889Z,1492215932.2518892,-0.244141,-0.5,13.29,0.0
2017-04-15T00:25:32.261659Z,1492215932.2616599,-0.244141,-0.5,13.24,0.0
2017-04-15T00:25:32.271869Z,1492215932.2718697,0.0,-0.5,13.19,0.0
2017-04-15T00:25:32.281586Z,1492215932.2815864,0.0,-0.5,13.16,0.0
2017-04-15T00:25:32.291886Z,1492215932.2918863,0.0,-0.5,13.12,0.0
2017-04-15T00:25:32.301890Z,1492215932.3018904,0.0,-0.5,13.06,0.0
2017-04-15T00:25:32.311875Z,1492215932.311875,0.0,-0.5,13.01,0.0
2017-04-15T00:25:32.321883Z,1492215932.321884,0.0,-0.5,12.96,0.0
2017-04-15T00:25:32.331907Z,1492215932.331908,0.0,-0.5,12.91,0.0
2017-04-15T00:25:32.341887Z,1492215932.3418875,0.0,-0.5,12.85,0.0
2017-04-15T00:25:32.351909Z,1492215932.3519092,0.0,-0.5,12.81,0.0
2017-04-15T00:25:32.361748Z,1492215932.3617487,0.0,-0.4,12.77,0.0
2017-04-15T00:25:32.371891Z,1492215932.371891,0.0,-0.4,12.73,0.0
2017-04-15T00:25:32.381493Z,1492215932.381493,0.0,-0.4,12.71,0.0
2017-04-15T00:25:32.391669Z,1492215932.3916693,0.0,-0.4,12.67,0.0
2017-04-15T00:25:32.401590Z,1492215932.4015908,0.0,-0.4,12.64,0.0
2017-04-15T00:25:32.411711Z,1492215932.4117115,0.0,-0.4,12.58,0.0
2017-04-15T00:25:32.421496Z,1492215932.4214964,0.0,-0.4,12.51,0.0
2017-04-15T00:25:32.431639Z,1492215932.4316392,0.0,-0.4,12.44,0.0
2017-04-15T00:25:32.441499Z,1492215932.4414995,0.0,-0.4,12.33,0.0
2017-04-15T00:25:32.451602Z,1492215932.4516025,-0.244141,-0.4,12.28,0.0
2017-04-15T00:25:32.461513Z,1492215932.461513,-0.244141,-0.4,12.26,0.0
2017-04-15T00:25:32.471757Z,1492215932.471758,-0.244141,-0.4,12.23,0.0
2017-04-15T00:25:32.481493Z,1492215932.4814937,-0.244141,-0.4,12.19,0.0
2017-04-15T00:25:32.491894Z,1492215932.4918947,0.0,-0.4,12.16,0.0
2017-04-15T00:25:32.501497Z,1492215932.5014973,0.0,-0.4,12.11,0.0
2017-04-15T00:25:32.511603Z,1492215932.511603,0.0,-0.4,12.07,0.0
2017-04-15T00:25:32.521458Z,1492215932.5214584,0.0,-0.4,12.01,0.0
2017-04-15T00:25:32.531611Z,1492215932.531612,-0.244141,-0.4,11.96,0.0
2017-04-15T00:25:32.541453Z,1492215932.5414531,-0.244141,-0.4,11.9,0.0
2017-04-15T00:25:32.551733Z,1492215932.551733,0.0,-0.4,11.82,0.0
2017-04-15T00:25:32.561448Z,1492215932.561448,0.0,-0.4,11.73,0.0
2017-04-15T00:25:32.571753Z,1492215932.5717535,0.0,-0.4,11.66,0.0
2017-04-15T00:25:32.581458Z,1492215932.581458,0.0,-0.4,11.6,0.0
2017-04-15T00:25:32.591903Z,1492215932.5919032,0.0,-0.4,11.55,0.0
2017-04-15T00:25:32.601446Z,1492215932.6014464,0.0,-0.4,11.53,0.0
2017-04-15T00:25:32.611606Z,1492215932.6116064,0.0,-0.4,11.52,0.0
2017-04-15T00:25:32.621441Z,1492215932.6214416,0.0,-0.4,11.5,0.0
2017-04-15T00:25:32.631585Z,1492215932.6315851,0.0,-0.4,11.46,0.0
2017-04-15T00:25:32.641432Z,1492215932.6414328,0.0,-0.4,11.41,0.0
2017-04-15T00:25:32.651760Z,1492215932.6517603,0.0,-0.4,11.41,0.0
2017-04-15T00:25:32.661435Z,1492215932.6614351,0.0,-0.4,11.32,0.0
2017-04-15T00:25:32.671616Z,1492215932.671616,0.0,-0.4,11.24,0.0
2017-04-15T00:25:32.681437Z,1492215932.6814373,0.0,-0.4,11.2,0.0
2017-04-15T00:25:32.691660Z,1492215932.691661,0.0,-0.4,11.16,0.0
2017-04-15T00:25:32.701407Z,1492215932.7014077,0.0,-0.4,11.11,0.0
2017-04-15T00:25:32.711758Z,1492215932.7117586,0.0,-0.4,11.08,0.0
2017-04-15T00:25:32.721399Z,1492215932.7213993,0.0,-0.4,11.01,0.0
2017-04-15T00:25:32.731744Z,1492215932.7317448,0.0,-0.4,10.93,0.0
2017-04-15T00:25:32.741480Z,1492215932.7414808,0.0,-0.4,10.87,0.0
2017-04-15T00:25:32.751759Z,1492215932.7517595,0.0,-0.4,10.78,0.0
2017-04-15T00:25:32.762458Z,1492215932.7624583,0.0,-0.4,10.72,0.0
2017-04-15T00:25:32.771762Z,1492215932.7717624,0.0,-0.4,10.71,0.0
2017-04-15T00:25:32.781445Z,1492215932.7814455,0.0,-0.4,10.68,0.0
2017-04-15T00:25:32.791833Z,1492215932.7918334,0.0,-0.4,10.6,0.0
2017-04-15T00:25:32.801407Z,1492215932.8014076,0.0,-0.4,10.56,0.0
2017-04-15T00:25:32.811424Z,1492215932.8114247,0.0,-0.4,10.48,0.0
2017-04-15T00:25:32.821447Z,1492215932.8214478,0.0,-0.4,10.32,0.0
2017-04-15T00:25:32.831738Z,1492215932.8317387,0.0,-0.4,10.25,0.0
2017-04-15T00:25:32.841422Z,1492215932.8414228,0.0,-0.4,10.21,0.0
2017-04-15T00:25:32.851458Z,1492215932.8514588,0.0,-0.4,10.23,0.0
2017-04-15T00:25:32.861424Z,1492215932.8614247,0.0,-0.4,10.19,0.0
2017-04-15T00:25:32.871710Z,1492215932.8717103,0.0,-0.4,10.14,0.0
2017-04-15T00:25:32.881443Z,1492215932.8814433,0.0,-0.4,10.05,0.0
2017-04-15T00:25:32.891919Z,1492215932.8919196,0.0,-0.4,10.08,0.0
2017-04-15T00:25:32.901382Z,1492215932.9013824,0.0,-0.4,10.05,0.0
2017-04-15T00:25:32.911606Z,1492215932.9116063,0.0,-0.4,9.91,0.0
2017-04-15T00:25:32.921458Z,1492215932.921458,0.0,-0.4,9.84,0.0
2017-04-15T00:25:32.932065Z,1492215932.932065,0.0,-0.4,9.82,0.0
2017-04-15T00:25:32.941419Z,1492215932.9414191,0.0,-0.4,9.78,0.0
2017-04-15T00:25:32.951671Z,1492215932.9516711,0.0,-0.4,9.78,0.0
2017-04-15T00:25:32.961417Z,1492215932.9614174,0.0,-0.4,9.74,0.0
2017-04-15T00:25:32.971920Z,1492215932.9719203,0.0,-0.4,9.68,0.0
2017-04-15T00:25:32.981445Z,1492215932.981445,0.0,-0.4,9.61,0.0
2017-04-15T00:25:32.991991Z,1492215932.9919915,0.0,-0.4,9.58,0.0
2017-04-15T00:25:33.001420Z,1492215933.00142,0.0,-0.4,9.47,0.0
2017-04-15T00:25:33.011763Z,1492215933.0117638,0.0,-0.4,9.4,0.0
2017-04-15T00:25:33.021404Z,1492215933.0214043,0.0,-0.4,9.37,0.0
2017-04-15T00:25:33.031702Z,1492215933.0317028,0.0,-0.4,9.32,0.0
2017-04-15T00:25:33.041429Z,1492215933.0414295,0.0,-0.4,9.27,0.0
2017-04-15T00:25:33.051714Z,1492215933.0517144,-0.244141,-0.4,9.17,0.0
2017-04-15T00:25:33.061490Z,1492215933.0614908,-0.244141,-0.4,9.17,0.0
2017-04-15T00:25:33.071761Z,1492215933.0717611,-0.244141,-0.4,9.18,0.0
2017-04-15T00:25:33.081404Z,1492215933.0814047,-0.244141,-0.4,9.15,0.0
2017-04-15T00:25:33.091690Z,1492215933.09169,0.0,-0.4,9.0,0.0
2017-04-15T00:25:33.101407Z,1492215933.1014075,0.0,-0.4,8.93,0.0
2017-04-15T00:25:33.111712Z,1492215933.1117122,0.0,-0.4,8.92,0.0
2017-04-15T00:25:33.124597Z,1492215933.1245973,0.0,-0.4,8.92,0.0
2017-04-15T00:25:33.131716Z,1492215933.131716,0.0,-0.4,8.86,0.0
2017-04-15T00:25:33.141357Z,1492215933.1413572,0.0,-0.4,8.81,0.0
2017-04-15T00:25:33.151683Z,1492215933.151683,0.0,-0.4,8.81,0.0
2017-04-15T00:25:33.161352Z,1492215933.1613524,0.0,-0.4,8.83,0.0
2017-04-15T00:25:33.171680Z,1492215933.1716807,0.0,-0.4,8.73,0.0
2017-04-15T00:25:33.181377Z,1492215933.1813776,0.0,-0.4,8.68,0.0
2017-04-15T00:25:33.191427Z,1492215933.1914272,0.0,-0.4,8.61,0.0
2017-04-15T00:25:33.201653Z,1492215933.2016535,0.0,-0.4,8.58,0.0
2017-04-15T00:25:33.211393Z,1492215933.211393,0.0,-0.4,8.57,0.0
2017-04-15T00:25:33.221739Z,1492215933.2217393,0.0,-0.4,8.56,0.0
2017-04-15T00:25:33.231481Z,1492215933.2314816,0.0,-0.4,8.57,0.0
2017-04-15T00:25:33.241720Z,1492215933.2417204,0.0,-0.4,8.49,0.0
2017-04-15T00:25:33.251362Z,1492215933.251362,0.0,-0.4,8.42,0.0
2017-04-15T00:25:33.261687Z,1492215933.2616875,0.0,-0.4,8.27,0.0
2017-04-15T00:25:33.271374Z,1492215933.2713747,0.0,-0.4,8.23,0.0
2017-04-15T00:25:33.281690Z,1492215933.28169,0.0,-0.4,8.2,0.0
2017-04-15T00:25:33.291383Z,1492215933.2913835,0.0,-0.4,8.2,0.0
2017-04-15T00:25:33.301687Z,1492215933.3016877,0.0,-0.4,8.23,0.0
2017-04-15T00:25:33.311375Z,1492215933.3113751,0.0,-0.4,8.21,0.0
2017-04-15T00:25:33.321645Z,1492215933.3216455,0.0,-0.4,8.17,0.0
2017-04-15T00:25:33.331664Z,1492215933.3316643,0.0,-0.4,8.11,0.0
2017-04-15T00:25:33.341591Z,1492215933.3415918,0.0,-0.4,8.01,0.0
2017-04-15T00:25:33.351661Z,1492215933.3516614,-0.244141,-0.4,8.02,0.0
2017-04-15T00:25:33.361721Z,1492215933.3617215,-0.244141,-0.4,8.01,0.0
2017-04-15T00:25:33.371754Z,1492215933.3717546,-0.244141,-0.4,8.0,0.0
2017-04-15T00:25:33.381667Z,1492215933.3816676,-0.244141,-0.4,7.97,0.0
2017-04-15T00:25:33.391737Z,1492215933.391738,0.0,-0.4,7.97,0.0
2017-04-15T00:25:33.401645Z,1492215933.4016454,0.0,-0.4,7.92,0.0
2017-04-15T00:25:33.411690Z,1492215933.4116907,0.0,-0.4,7.85,0.0
2017-04-15T00:25:33.421707Z,1492215933.4217072,0.0,-0.4,7.76,0.0
2017-04-15T00:25:33.431700Z,1492215933.4317007,0.0,-0.4,7.68,0.0
2017-04-15T00:25:33.441675Z,1492215933.441676,0.0,-0.4,7.7,0.0
2017-04-15T00:25:33.451671Z,1492215933.4516711,0.0,-0.4,7.7,0.0
2017-04-15T00:25:33.461711Z,1492215933.4617112,0.0,-0.4,7.65,0.0
2017-04-15T00:25:33.471689Z,1492215933.4716895,0.0,-0.4,7.62,0.0
2017-04-15T00:25:33.481717Z,1492215933.481717,0.0,-0.4,7.58,0.0
2017-04-15T00:25:33.491444Z,1492215933.4914443,0.0,-0.4,7.5,0.0
2017-04-15T00:25:33.501381Z,1492215933.5013816,0.0,-0.4,7.46,0.0
2017-04-15T00:25:33.511389Z,1492215933.51139,0.0,-0.4,7.45,0.0
2017-04-15T00:25:33.521396Z,1492215933.5213964,0.0,-0.4,7.44,0.0
2017-04-15T00:25:33.531405Z,1492215933.5314057,0.0,-0.4,7.44,0.0
2017-04-15T00:25:33.541402Z,1492215933.541402,0.0,-0.4,7.45,0.0
2017-04-15T00:25:33.551404Z,1492215933.5514042,0.0,-0.4,7.44,0.0
2017-04-15T00:25:33.561713Z,1492215933.561714,0.0,-0.4,7.39,0.0
2017-04-15T00:25:33.571382Z,1492215933.5713828,0.0,-0.4,7.22,0.0
2017-04-15T00:25:33.581368Z,1492215933.5813687,0.0,-0.4,7.17,0.0
2017-04-15T00:25:33.591387Z,1492215933.5913875,0.0,-0.4,7.15,0.0
2017-04-15T00:25:33.601369Z,1492215933.6013699,0.0,-0.4,7.14,0.0
2017-04-15T00:25:33.611592Z,1492215933.6115923,0.0,-0.4,7.12,0.0
2017-04-15T00:25:33.621418Z,1492215933.6214187,0.0,-0.4,7.11,0.0
2017-04-15T00:25:33.631370Z,1492215933.6313703,-0.244141,-0.4,7.09,0.0
2017-04-15T00:25:33.641375Z,1492215933.6413755,-0.244141,-0.4,7.06,0.0
2017-04-15T00:25:33.651395Z,1492215933.6513956,-0.244141,-0.4,7.01,0.0
2017-04-15T00:25:33.661396Z,1492215933.6613967,-0.244141,-0.4,6.95,0.0
2017-04-15T00:25:33.671364Z,1492215933.671364,0.0,-0.4,6.92,0.0
2017-04-15T00:25:33.681360Z,1492215933.6813602,0.0,-0.4,6.92,0.0
2017-04-15T00:25:33.691410Z,1492215933.6914108,0.0,-0.4,6.9,0.0
2017-04-15T00:25:33.701372Z,1492215933.7013729,0.0,-0.4,6.9,0.0
2017-04-15T00:25:33.711390Z,1492215933.7113903,0.0,-0.4,6.89,0.0
2017-04-15T00:25:33.721397Z,1492215933.7213979,0.0,-0.4,6.85,0.0
2017-04-15T00:25:33.731372Z,1492215933.7313728,0.0,-0.4,6.79,0.0
2017-04-15T00:25:33.741374Z,1492215933.7413747,0.0,-0.4,6.61,0.0
2017-04-15T00:25:33.751390Z,1492215933.7513907,0.0,-0.4,6.56,0.0
2017-04-15T00:25:33.761373Z,1492215933.761374,0.0,-0.4,6.54,0.0
2017-04-15T00:25:33.771366Z,1492215933.7713664,0.0,-0.5,6.55,0.0
2017-04-15T00:25:33.781367Z,1492215933.781367,0.0,-0.4,6.57,0.0
2017-04-15T00:25:33.791409Z,1492215933.7914093,0.0,-0.5,6.58,0.0
2017-04-15T00:25:33.801390Z,1492215933.80139,0.0,-0.4,6.57,0.0
2017-04-15T00:25:33.811394Z,1492215933.8113945,0.0,-0.5,6.54,0.0
2017-04-15T00:25:33.824584Z,1492215933.8245847,0.0,-0.4,6.46,0.0
2017-04-15T00:25:33.831371Z,1492215933.8313715,0.0,-0.5,6.41,0.0
2017-04-15T00:25:33.841380Z,1492215933.84138,0.0,-0.4,6.37,0.0
2017-04-15T00:25:33.851381Z,1492215933.8513813,0.0,-0.5,6.37,0.0
2017-04-15T00:25:33.861394Z,1492215933.8613946,0.0,-0.4,6.36,0.0
2017-04-15T00:25:33.871379Z,1492215933.8713791,-0.244141,-0.4,6.32,0.0
2017-04-15T00:25:33.881411Z,1492215933.8814116,-0.244141,-0.4,6.28,0.0
2017-04-15T00:25:33.891418Z,1492215933.8914187,0.0,-0.5,6.24,0.0
2017-04-15T00:25:33.901308Z,1492215933.9013083,0.0,-0.4,6.22,0.0
2017-04-15T00:25:33.911319Z,1492215933.91132,0.0,-0.4,6.21,0.0
2017-04-15T00:25:33.921287Z,1492215933.9212875,0.0,-0.4,6.21,0.0
2017-04-15T00:25:33.931404Z,1492215933.9314044,0.0,-0.5,6.2,0.0
2017-04-15T00:25:33.941307Z,1492215933.9413073,0.0,-0.4,6.17,0.0
2017-04-15T00:25:33.951553Z,1492215933.9515538,0.0,-0.5,6.15,0.0
2017-04-15T00:25:33.961388Z,1492215933.961388,0.0,-0.4,6.12,0.0
2017-04-15T00:25:33.971309Z,1492215933.9713092,0.0,-0.4,6.07,0.0
2017-04-15T00:25:33.981433Z,1492215933.9814332,0.0,-0.4,6.02,0.0
2017-04-15T00:25:33.991439Z,1492215933.991439,0.0,-0.5,5.98,0.0
2017-04-15T00:25:34.001387Z,1492215934.0013871,0.0,-0.4,5.94,0.0
2017-04-15T00:25:34.011421Z,1492215934.0114217,0.0,-0.5,5.91,0.0
2017-04-15T00:25:34.021404Z,1492215934.021404,0.0,-0.5,5.88,0.0
2017-04-15T00:25:34.031399Z,1492215934.0314,0.0,-0.5,5.85,0.0
2017-04-15T00:25:34.041410Z,1492215934.0414104,0.0,-0.5,5.82,0.0
2017-04-15T00:25:34.051304Z,1492215934.0513043,0.0,-0.5,5.8,0.0
2017-04-15T00:25:34.061435Z,1492215934.061436,0.0,-0.5,5.78,0.0
2017-04-15T00:25:34.071435Z,1492215934.0714352,0.0,-0.5,5.76,0.0
2017-04-15T00:25:34.081403Z,1492215934.0814033,0.0,-0.5,5.74,0.0
2017-04-15T00:25:34.091440Z,1492215934.0914407,0.0,-0.5,5.72,0.0
2017-04-15T00:25:34.101301Z,1492215934.1013014,0.0,-0.5,5.69,0.0
2017-04-15T00:25:34.111316Z,1492215934.1113167,0.0,-0.5,5.67,0.0
2017-04-15T00:25:34.121386Z,1492215934.1213863,0.0,-0.5,5.66,0.0
2017-04-15T00:25:34.131402Z,1492215934.1314025,0.0,-0.5,5.64,0.0
2017-04-15T00:25:34.141397Z,1492215934.1413975,0.0,-0.5,5.63,0.0
2017-04-15T00:25:34.151683Z,1492215934.1516838,0.0,-0.5,5.61,0.0
